------- AERODYN15 BLADE DEFINITION INPUT FILE -------------------------------------
Generated with OpenFAST_IO
======  Blade Properties =================================================================
60          NumBlNds    - Number of blade nodes used in the analysis (-)
    BlSpn        BlCrvAC        BlSwpAC        BlCrvAng       BlTwist        BlChord          BlAFID       BlCb        BlCenBn      BlCenBt
     (m)           (m)            (m)            (deg)         (deg)           (m)              (-)        (-)         (m)             (m)
 5.150852302072682e+01 -1.566483430553480e-01 -3.106742742773511e-01 -5.223413570465408e-01  3.929387176530567e+00  6.088382438973530e+00       23  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 5.384981952166895e+01 -1.799894756009829e-01 -2.907114628162152e-01 -6.184385137201215e-01  3.603192555890594e+00  5.930027134386718e+00       24  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 5.619111602261108e+01 -2.071902791264394e-01 -2.724893677029440e-01 -7.126908204470725e-01  3.260981867358066e+00  5.768519672185864e+00       25  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 5.853241252355320e+01 -2.382338178358549e-01 -2.558908176384866e-01 -7.991769556729023e-01  2.814790501367379e+00  5.604592110910278e+00       26  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 6.087370902449531e+01 -2.725022289551723e-01 -2.408305629526594e-01 -8.950844654795355e-01  2.018766397579700e+00  5.439186657601289e+00       27  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 6.321500552543746e+01 -3.113831110037554e-01 -2.271401989285352e-01 -1.034707063846048e+00  1.105653303487540e+00  5.273299026202370e+00       28  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 6.555630202637960e+01 -3.570607906204002e-01 -2.147293221068780e-01 -1.201202918382887e+00  5.295871601237808e-01  5.107511264837653e+00       29  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 6.789759852732169e+01 -4.095462287175430e-01 -2.035760828582756e-01 -1.360114040919595e+00  2.703827000294940e-01  4.942589082853666e+00       30  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 7.023889502826383e+01 -4.682079362358733e-01 -1.936379381178727e-01 -1.516195098029572e+00  8.347368422315574e-02  4.779294603708007e+00       31  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 7.258019152920599e+01 -5.334453365635858e-01 -1.848842115681378e-01 -1.680324268971120e+00 -2.160559869037854e-02  4.618024940816452e+00       32  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 7.492148803014807e+01 -6.055155508940164e-01 -1.772544851737004e-01 -1.851360200180208e+00 -7.328594247689549e-02  4.459489719617356e+00       33  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 7.726278453109019e+01 -6.847245042347738e-01 -1.708335814524872e-01 -2.033208150192094e+00 -1.105863363191536e-01  4.304121108230833e+00       34  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 7.960408103203233e+01 -7.716480004115449e-01 -1.652002596174323e-01 -2.225690104715557e+00 -1.273068582124201e-01  4.152261586525515e+00       35  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 8.194537753297449e+01 -8.665769913227312e-01 -1.607032614285812e-01 -2.430904543227449e+00 -9.762983483853636e-02  4.004495253724682e+00       36  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 8.428667403391660e+01 -9.702581246403359e-01 -1.571305132272514e-01 -2.646376935526844e+00 -2.164430406778127e-02  3.860915258283714e+00       37  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 8.662797053485872e+01 -1.082779662595774e+00 -1.544353207263357e-01 -2.868451070565393e+00  3.507209513845833e-02  3.721992102503895e+00       38  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 8.896926703580084e+01 -1.204589149198918e+00 -1.525529327970739e-01 -3.104155193173344e+00  2.011732541379254e-02  3.587865561470231e+00       39  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 9.131056353674299e+01 -1.336347826312238e+00 -1.514374331369571e-01 -3.353029679092980e+00 -4.918328633958441e-02  3.458668232644520e+00       40  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 9.365186003768511e+01 -1.478464695305489e+00 -1.510233657076240e-01 -3.616968518151868e+00 -1.438366639981795e-01  3.334611546622655e+00       41  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 9.599315653862725e+01 -1.631754304641700e+00 -1.512252545821959e-01 -3.895282128173299e+00 -2.466306788389328e-01  3.215608304266140e+00       42  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 9.833445303956940e+01 -1.796567935270525e+00 -1.519817725611171e-01 -4.185042429665758e+00 -3.809114263153526e-01  3.101728084949360e+00       43  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.006757495405115e+02 -1.973479812833679e+00 -1.532008460533095e-01 -4.491337167660956e+00 -5.463168707475976e-01  2.992803433494833e+00       44  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.030170460414536e+02 -2.163254141742831e+00 -1.547824574086928e-01 -4.810165761440975e+00 -7.410434369943641e-01  2.888673708905048e+00       45  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.053583425423958e+02 -2.366136990265696e+00 -1.566237940859137e-01 -5.143040468623584e+00 -9.808307178662855e-01  2.789035065043718e+00       46  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.076996390433379e+02 -2.583013464593660e+00 -1.585856480979044e-01 -5.489481334576601e+00 -1.287724680458985e+00  2.693506723073205e+00       47  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.100409355442800e+02 -2.814087934952346e+00 -1.605197373938806e-01 -5.838439848939379e+00 -1.729059785005397e+00  2.601607268915989e+00       48  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.123822320452222e+02 -3.059344345956280e+00 -1.621849277540254e-01 -6.210183716738562e+00 -2.545457380932450e+00  2.512527823135716e+00       49  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.147235285461643e+02 -3.320632367364667e+00 -1.634071411794898e-01 -6.625288356377131e+00 -3.382020341837727e+00  2.425757975357080e+00       50  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.170648250471064e+02 -3.599601226338331e+00 -1.639703105223886e-01 -7.068431925112259e+00 -3.801094775266403e+00  2.339831898896962e+00       51  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.194061215480485e+02 -3.896847519403507e+00 -1.635582063543944e-01 -7.518136484210904e+00 -3.956155234267160e+00  2.253852188960247e+00       52  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.217474180489906e+02 -4.212271783601622e+00 -1.617225250793991e-01 -7.970766426918185e+00 -4.081998420808110e+00  2.166141427612371e+00       53  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.240887145499328e+02 -4.546172512004627e+00 -1.579367072627121e-01 -8.422718118558757e+00 -4.336446543600367e+00  2.074422843013524e+00       54  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.264300110508749e+02 -4.898155855293532e+00 -1.513076442246737e-01 -8.893753254250958e+00 -5.274620664224397e+00  1.976704694601079e+00       55  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.287713075518171e+02 -5.270113901002885e+00 -1.416124653722926e-01 -9.435974647613058e+00 -6.426334183757218e+00  1.869732860765382e+00       56  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.311126040527591e+02 -5.665845321133308e+00 -1.268099626218679e-01 -1.005229712552089e+01 -6.906610534574572e+00  1.738801467065301e+00       57  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.334539005537013e+02 -6.087446440191873e+00 -1.016853020697098e-01 -1.065122889879352e+01 -6.566787625381352e+00  1.522729393417159e+00       58  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.357951970546434e+02 -6.531329604698565e+00 -6.015123947829498e-02 -1.123783631362900e+01 -5.668130255426504e+00  1.160512282688685e+00       59  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
 1.381364935555856e+02 -6.999999999999999e+00  0.000000000000000e+00 -1.154722691459297e+01 -4.214198137032311e+00  4.000000000000001e-01       60  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00
